采样日期,点位名称,采样经度,采样纬度,pH值,溶解氧,电导率,浑浊度,氨氮,耗氧量
2022/04/13 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.2,7.59,403.0,19.0,0.07,2.59
2022/04/13 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.2,7.57,403.0,18.0,0.07,2.59
2022/04/13 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.55,404.0,18.0,0.07,2.59
2022/04/13 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.53,404.0,18.0,0.07,2.58
2022/04/14 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.51,404.0,18.0,0.07,2.58
2022/04/14 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.49,405.0,18.0,0.07,2.58
2022/04/14 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.48,405.0,18.0,0.07,2.57
2022/04/14 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.46,405.0,18.0,0.07,2.57
2022/04/15 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.44,406.0,17.0,0.07,2.56
2022/04/15 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.43,406.0,17.0,0.07,2.56
2022/04/15 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.41,407.0,17.0,0.07,2.56
2022/04/15 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.4,407.0,17.0,0.07,2.55
2022/04/16 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.1,7.39,407.0,17.0,0.07,2.55
2022/04/16 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.37,408.0,17.0,0.07,2.54
2022/04/16 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.36,408.0,17.0,0.07,2.54
2022/04/16 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.35,409.0,17.0,0.07,2.53
2022/04/17 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.34,409.0,17.0,0.07,2.53
2022/04/17 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.33,409.0,17.0,0.07,2.52
2022/04/17 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.32,410.0,16.0,0.07,2.52
2022/04/17 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.31,410.0,16.0,0.07,2.51
2022/04/18 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.3,411.0,16.0,0.07,2.51
2022/04/18 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,8.0,7.29,411.0,16.0,0.07,2.5
2022/04/18 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.28,411.0,16.0,0.07,2.5
2022/04/18 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.28,412.0,16.0,0.07,2.49
2022/04/19 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.27,412.0,16.0,0.07,2.49
2022/04/19 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.26,413.0,16.0,0.07,2.49
2022/04/19 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.26,413.0,16.0,0.07,2.48
2022/04/19 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.25,414.0,16.0,0.07,2.48
2022/04/20 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.25,414.0,16.0,0.07,2.47
2022/04/20 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.24,415.0,16.0,0.07,2.47
2022/04/20 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.24,415.0,16.0,0.07,2.47
2022/04/20 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.24,415.0,16.0,0.07,2.46
2022/04/21 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,416.0,16.0,0.07,2.46
2022/04/21 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,416.0,16.0,0.07,2.46
2022/04/21 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,417.0,16.0,0.07,2.45
2022/04/21 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,417.0,16.0,0.07,2.45
2022/04/22 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,418.0,16.0,0.07,2.45
2022/04/22 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,418.0,16.0,0.07,2.45
2022/04/22 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,419.0,16.0,0.07,2.45
2022/04/22 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,419.0,16.0,0.07,2.45
2022/04/23 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,420.0,17.0,0.07,2.44
2022/04/23 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,420.0,17.0,0.07,2.44
2022/04/23 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,421.0,17.0,0.07,2.44
2022/04/23 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,421.0,17.0,0.07,2.44
2022/04/24 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,422.0,17.0,0.07,2.44
2022/04/24 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,422.0,17.0,0.07,2.44
2022/04/24 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,422.0,17.0,0.07,2.44
2022/04/24 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,423.0,17.0,0.07,2.44
2022/04/25 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,423.0,17.0,0.07,2.44
2022/04/25 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,424.0,17.0,0.07,2.45
2022/04/25 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,424.0,17.0,0.07,2.45
2022/04/25 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,425.0,18.0,0.07,2.45
2022/04/26 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,425.0,18.0,0.07,2.45
2022/04/26 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,426.0,18.0,0.07,2.45
2022/04/26 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,426.0,18.0,0.07,2.45
2022/04/26 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,426.0,18.0,0.08,2.46
2022/04/27 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,427.0,18.0,0.08,2.46
2022/04/27 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,427.0,18.0,0.08,2.46
2022/04/27 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,428.0,18.0,0.08,2.47
2022/04/27 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,428.0,19.0,0.08,2.47
2022/04/28 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,428.0,19.0,0.08,2.47
2022/04/28 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,429.0,19.0,0.08,2.48
2022/04/28 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,429.0,19.0,0.08,2.48
2022/04/28 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,429.0,19.0,0.08,2.49
2022/04/29 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,430.0,19.0,0.08,2.49
2022/04/29 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,430.0,19.0,0.08,2.5
2022/04/29 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,430.0,19.0,0.08,2.5
2022/04/29 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,431.0,19.0,0.08,2.51
2022/04/30 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,431.0,20.0,0.08,2.51
2022/04/30 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.29,431.0,20.0,0.08,2.52
2022/04/30 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.29,431.0,20.0,0.08,2.52
2022/04/30 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.29,432.0,20.0,0.08,2.53
2022/05/01 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.54
2022/05/01 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.54
2022/05/01 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.55
2022/05/01 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.56
2022/05/02 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.56
2022/05/02 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,432.0,20.0,0.08,2.57
2022/05/02 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,433.0,20.0,0.08,2.58
2022/05/02 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,433.0,20.0,0.08,2.59
2022/05/03 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,433.0,20.0,0.08,2.6
2022/05/03 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,433.0,20.0,0.08,2.6
2022/05/03 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,433.0,20.0,0.08,2.61
2022/05/03 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,433.0,20.0,0.08,2.62
2022/05/04 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,433.0,20.0,0.08,2.63
2022/05/04 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,433.0,20.0,0.08,2.64
2022/05/04 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,433.0,21.0,0.08,2.64
2022/05/04 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.23,433.0,21.0,0.08,2.65
2022/05/05 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.22,433.0,21.0,0.08,2.66
2022/05/05 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.22,433.0,21.0,0.08,2.66
2022/05/05 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.21,433.0,21.0,0.08,2.67
2022/05/05 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.21,432.0,21.0,0.08,2.67
2022/05/06 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.2,432.0,21.0,0.08,2.68
2022/05/06 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.19,432.0,21.0,0.08,2.68
2022/05/06 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.19,432.0,21.0,0.08,2.69
2022/05/06 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.18,432.0,21.0,0.08,2.69
2022/05/07 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.18,432.0,21.0,0.08,2.69
2022/05/07 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.17,432.0,21.0,0.08,2.7
2022/05/07 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.17,432.0,21.0,0.08,2.7
2022/05/07 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.16,432.0,21.0,0.08,2.7
2022/05/08 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.16,432.0,21.0,0.08,2.69
2022/05/08 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.15,432.0,21.0,0.08,2.69
2022/05/08 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.15,431.0,21.0,0.08,2.69
2022/05/08 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.15,431.0,21.0,0.08,2.69
2022/05/09 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.68
2022/05/09 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.67
2022/05/09 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.67
2022/05/09 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.66
2022/05/10 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.65
2022/05/10 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.13,431.0,21.0,0.08,2.64
2022/05/10 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.13,431.0,21.0,0.08,2.62
2022/05/10 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.61
2022/05/11 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.59
2022/05/11 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,21.0,0.08,2.58
2022/05/11 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.14,431.0,22.0,0.08,2.56
2022/05/11 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.15,431.0,22.0,0.08,2.54
2022/05/12 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.15,431.0,22.0,0.08,2.51
2022/05/12 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.16,431.0,22.0,0.08,2.49
2022/05/12 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.16,431.0,22.0,0.08,2.46
2022/05/12 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.17,431.0,22.0,0.08,2.44
2022/05/13 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.18,431.0,22.0,0.08,2.41
2022/05/13 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.19,431.0,22.0,0.08,2.38
2022/05/13 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.2,431.0,23.0,0.08,2.35
2022/05/13 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.21,432.0,23.0,0.08,2.31
2022/05/14 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.22,432.0,23.0,0.08,2.28
2022/05/14 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.9,7.23,432.0,23.0,0.08,2.25
2022/05/14 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,432.0,23.0,0.08,2.21
2022/05/14 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.25,432.0,23.0,0.08,2.18
2022/05/15 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,432.0,24.0,0.08,2.15
2022/05/15 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.27,433.0,24.0,0.08,2.11
2022/05/15 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,433.0,24.0,0.08,2.08
2022/05/15 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.29,433.0,24.0,0.08,2.05
2022/05/16 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.3,433.0,24.0,0.08,2.02
2022/05/16 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.31,433.0,24.0,0.08,2.0
2022/05/16 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.32,434.0,24.0,0.08,1.97
2022/05/16 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.32,434.0,24.0,0.08,1.95
2022/05/17 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.33,434.0,24.0,0.08,1.93
2022/05/17 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.33,434.0,24.0,0.08,1.91
2022/05/17 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.34,434.0,24.0,0.08,1.9
2022/05/17 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.34,435.0,24.0,0.08,1.89
2022/05/18 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.34,435.0,24.0,0.08,1.88
2022/05/18 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.34,435.0,24.0,0.08,1.87
2022/05/18 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.34,435.0,24.0,0.08,1.87
2022/05/18 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.33,435.0,24.0,0.08,1.88
2022/05/19 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.33,436.0,24.0,0.08,1.89
2022/05/19 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.32,436.0,23.0,0.09,1.9
2022/05/19 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.31,436.0,23.0,0.09,1.92
2022/05/19 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.3,436.0,23.0,0.09,1.94
2022/05/20 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.28,436.0,22.0,0.09,1.97
2022/05/20 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.26,436.0,22.0,0.09,2.0
2022/05/20 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.24,436.0,22.0,0.09,2.05
2022/05/20 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.22,436.0,21.0,0.09,2.09
2022/05/21 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.2,436.0,21.0,0.09,2.15
2022/05/21 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.17,436.0,20.0,0.09,2.21
2022/05/21 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.14,436.0,19.0,0.09,2.27
2022/05/21 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.1,436.0,19.0,0.09,2.35
2022/05/22 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.07,436.0,18.0,0.09,2.43
2022/05/22 06:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,7.02,436.0,17.0,0.1,2.52
2022/05/22 12:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,6.98,436.0,16.0,0.1,2.62
2022/05/22 18:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,6.93,436.0,15.0,0.1,2.73
2022/05/23 00:00:00,白洋湾金墅水源地1,120.3813,31.3749,7.8,6.88,436.0,14.0,0.1,2.84
2021/06/21 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.98,440.0,12.0,0.09,3.12
2021/06/21 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.92,443.0,12.0,0.09,3.06
2021/06/21 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.86,445.0,12.0,0.09,3.0
2021/06/21 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.81,447.0,12.0,0.09,2.94
2021/06/22 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.75,449.0,12.0,0.09,2.9
2021/06/22 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.71,451.0,12.0,0.1,2.85
2021/06/22 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.66,453.0,12.0,0.1,2.81
2021/06/22 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.62,455.0,12.0,0.1,2.77
2021/06/23 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.58,456.0,12.0,0.1,2.73
2021/06/23 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.54,458.0,12.0,0.1,2.7
2021/06/23 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.5,459.0,12.0,0.1,2.68
2021/06/23 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.47,460.0,12.0,0.1,2.65
2021/06/24 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.44,462.0,12.0,0.1,2.63
2021/06/24 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.41,463.0,12.0,0.1,2.61
2021/06/24 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.39,464.0,12.0,0.1,2.6
2021/06/24 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.37,465.0,12.0,0.1,2.59
2021/06/25 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.34,465.0,12.0,0.09,2.58
2021/06/25 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.32,466.0,13.0,0.09,2.57
2021/06/25 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.31,467.0,13.0,0.09,2.57
2021/06/25 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.29,467.0,13.0,0.09,2.56
2021/06/26 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.28,468.0,13.0,0.09,2.56
2021/06/26 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.26,468.0,14.0,0.09,2.57
2021/06/26 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.25,469.0,14.0,0.09,2.57
2021/06/26 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.24,469.0,14.0,0.09,2.58
2021/06/27 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.24,469.0,14.0,0.09,2.58
2021/06/27 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.23,469.0,15.0,0.09,2.59
2021/06/27 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.22,469.0,15.0,0.09,2.61
2021/06/27 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.22,469.0,15.0,0.08,2.62
2021/06/28 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.21,469.0,15.0,0.08,2.63
2021/06/28 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.21,469.0,16.0,0.08,2.65
2021/06/28 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.21,469.0,16.0,0.08,2.66
2021/06/28 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.21,469.0,16.0,0.08,2.68
2021/06/29 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.21,469.0,17.0,0.08,2.69
2021/06/29 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.2,469.0,17.0,0.08,2.71
2021/06/29 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.0,6.2,469.0,17.0,0.08,2.73
2021/06/29 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.2,469.0,18.0,0.07,2.75
2021/06/30 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,469.0,18.0,0.07,2.77
2021/06/30 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,468.0,18.0,0.07,2.79
2021/06/30 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,468.0,19.0,0.07,2.81
2021/06/30 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,468.0,19.0,0.07,2.82
2021/07/01 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,468.0,19.0,0.07,2.84
2021/07/01 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,468.0,19.0,0.07,2.86
2021/07/01 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,467.0,20.0,0.07,2.88
2021/07/01 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,467.0,20.0,0.07,2.9
2021/07/02 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,467.0,20.0,0.06,2.91
2021/07/02 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,467.0,21.0,0.06,2.93
2021/07/02 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.1,6.21,467.0,21.0,0.06,2.94
2021/07/02 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.2,467.0,21.0,0.06,2.96
2021/07/03 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.2,466.0,21.0,0.06,2.97
2021/07/03 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.2,466.0,22.0,0.06,2.99
2021/07/03 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.2,466.0,22.0,0.06,3.0
2021/07/03 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.19,466.0,22.0,0.06,3.01
2021/07/04 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.19,466.0,23.0,0.06,3.03
2021/07/04 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.19,466.0,23.0,0.06,3.04
2021/07/04 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.19,466.0,23.0,0.06,3.05
2021/07/04 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.18,466.0,23.0,0.06,3.06
2021/07/05 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.18,466.0,24.0,0.06,3.07
2021/07/05 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.18,465.0,24.0,0.06,3.08
2021/07/05 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.17,465.0,24.0,0.06,3.09
2021/07/05 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.17,465.0,24.0,0.06,3.1
2021/07/06 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.16,465.0,24.0,0.06,3.11
2021/07/06 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.16,465.0,25.0,0.06,3.12
2021/07/06 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.16,465.0,25.0,0.06,3.13
2021/07/06 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.2,6.15,465.0,25.0,0.06,3.13
2021/07/07 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.15,465.0,25.0,0.06,3.14
2021/07/07 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.15,465.0,26.0,0.06,3.15
2021/07/07 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.14,465.0,26.0,0.06,3.16
2021/07/07 18:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.14,465.0,26.0,0.06,3.16
2021/07/08 00:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.14,465.0,26.0,0.06,3.17
2021/07/08 06:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.13,464.0,26.0,0.06,3.18
2021/07/08 12:00:00,白洋湾金墅水源地2,120.3818,31.3767,8.3,6.13,464.0,26.0,0.06,3.18
